epoch,train_loss,train_acc,val_acc,val_f1
1,0.3198068606447149,0.8455137362938496,0.7385405318930119,0.6389657384604114
2,0.22522986628007388,0.892747660683033,0.7609757212399156,0.6571303682162409
3,0.18480964268698044,0.9097029131392702,0.746806127968187,0.6078440626287047
